,Polinomios,D,bases
427,"[1575*y^2 - 1145*y*z + 1439*z^2 - 1253*y + 315, 236*x^2 + 368*y*z + 578*z^2 + 499*x + 1168*y]",2,"[1575*y^2 - 1145*y*z + 1439*z^2 - 1253*y + 315, 236*x^2 + 368*y*z + 578*z^2 + 499*x + 1168*y]"
428,"[-1552*x*z + 1019*y*z + 1330*z^2 - 681*x - 1290*z, -309*x*y - 1530*y*z - 1132*z^2 + 277*x - 859*y]",3,"[x^2*y + 436*y*z^2 + 1700*z^3 + 1147*x^2 + 1293*y*z + 369*z^2 - 1509*x + 259*y + 1531*z, x^2*z - 958*y*z^2 - 1239*z^3 + 85*x^2 + 128*y*z - 666*z^2 - 242*x + 651*z, x*y^2 + 1681*y*z^2 - 970*z^3 - 663*y^2 + 426*y*z + 605*z^2 + 328*x - 1384*y + 109*z, x*y*z + 797*y*z^2 - 180*z^3 - 1544*y*z + 1600*z^2 - 1726*x + 715*z, x*z^2 + 477*y*z^2 + 1183*z^3 - 1528*y*z - 1453*z^2 - 131*x + 455*z, y^2*z - 661*y*z^2 + 335*z^3 + 1229*y*z - 120*z^2 + 542*y - 641*z, x*y + 797*y*z - 180*z^2 + 1147*x - 663*y, x*z + 477*y*z + 1183*z^2 + 85*x - 214*z]"
429,"[-691*x*y + 1581*y^2 - 265*z^2 + 1762*x + 1711*z, 1125*x*z - 1591*y*z + 1148*z^2 - 276*x - 1551]",3,"[x^2*y + 1107*y^3 + 535*y*z^2 - 1315*z^3 - 444*x^2 - 1525*y^2 - 1479*y*z - 1728*z^2 + 183*x + 870*z - 123, x^2*z + 199*y*z^2 - 807*z^3 - 1315*x^2 + 1617*y^2 - 835*y*z - 343*z^2 + 1556*x - 834*y + 601*z - 192, x*y^2 + 1204*y^3 + 1335*y*z^2 - 1021*y^2 - 254*y*z + 391*z^2 + 1496*x + 728*z, x*y*z - 653*y*z^2 + 745*z^3 - 250*y^2 - 1374*y*z + 596*z^2 + 1395*x - 641*y + 748*z + 317, x*z^2 - 859*y*z^2 - 185*z^3 - 1639*y*z + 1468*z^2 + 1711*x + 1285*z + 1403, y^2*z - 79*y*z^2 - 1337*z^3 - 807*y^2 - 1005*y*z - 829*z^2 + 357*y + 1166*z + 1107, x*y + 1204*y^2 + 1335*z^2 - 444*x - 254*z, x*z - 859*y*z - 185*z^2 - 1315*x + 1285]"
430,"[666*y^2 + 856*z^2 - 1572*x + 408*y + 907, 532*x^2 + 540*x*y - 1304*x*z + 269*y*z + 1740*z^2]",2,"[666*y^2 + 856*z^2 - 1572*x + 408*y + 907, 532*x^2 + 540*x*y - 1304*x*z + 269*y*z + 1740*z^2]"
431,"[-346*x^2 - 594*x*y + 681*y*z - 1767*z^2 - 1492*z, 10*x*z + 406*y^2 - 1403*y*z - 823*z^2 + 344*x]",4,"[x^4 - 1005*y^3*z - 1136*y^2*z^2 + 113*y*z^3 + 872*z^4 - 1074*y^3 + 1155*y^2*z - 668*y*z^2 - 779*z^3 + 662*x*y + 101*y^2 - 1063*y*z - 851*z^2 - 1155*x + 176*z, x^3*y + 887*y^3*z + 930*y^2*z^2 - 888*y*z^3 - 1530*z^4 - 1188*y^3 - 1218*y^2*z - 986*y*z^2 + 18*z^3 + 1753*x*y + 1181*y^2 - 1305*y*z - 343*z^2 + 1420*x - 628*z, x^3*z + 1161*y^3*z - 623*y^2*z^2 + 844*y*z^3 + 1108*z^4 + 196*y^3 - 299*y^2*z - 1586*y*z^2 - 1590*z^3 + 533*x*y - 1003*y^2 - 544*y*z - 1258*z^2 + 548*x, x^2*y^2 - 436*y^3*z - 243*y^2*z^2 + 903*y*z^3 + 1497*z^4 + 1504*y^3 - 1116*y^2*z + 490*y*z^2 - 1286*z^3 + 479*x*y + 720*y^2 + 1292*y*z + 716*z^2 - 648*x + 951*z, x^2*y*z + 721*y^3*z - 280*y^2*z^2 - 1216*y*z^3 - 271*z^4 + 570*y^3 + 213*y^2*z + 1576*y*z^2 + 459*z^3 - 513*x*y + 446*y^2 - 720*y*z + 807*z^2 + 308*x, x^2*z^2 - 775*y^3*z - 1262*y^2*z^2 + 697*y*z^3 + 1020*z^4 - 1716*y^3 - 570*y^2*z + 1539*y*z^2 + 1337*z^3 + 835*x*y, x*y^3 - 828*y^3*z + 879*y^2*z^2 + 728*y*z^3 + 382*z^4 + 1405*y^3 + 772*y^2*z + 670*y*z^2 + 558*z^3 + 1596*x*y + 333*y^2 - 1708*y*z - 1265*z^2 + 55*x - 1378*z, x*y^2*z - 1041*y^3*z + 1195*y^2*z^2 + 562*y*z^3 - 81*z^4 + 707*y^3 + 1739*y^2*z + 1485*y*z^2 + 700*z^3 - 991*x*y + 827*y^2 - 333*y*z + 1393*z^2 - 1099*x, x*y*z^2 + 750*y^3*z - 495*y^2*z^2 - 437*y*z^3 - 971*y^3 - 707*y^2*z - 574*y*z^2 - 1609*x*y, x*z^3 + 750*y^2*z^2 - 495*y*z^3 - 437*z^4 - 971*y^2*z - 707*y*z^2 - 574*z^3 + 770*y^2 + 1620*y*z - 827*z^2 - 693*x, y^4 + 625*y^3*z + 1445*y^2*z^2 - 1202*y*z^3 - 1291*z^4 - 673*y^3 + 657*y^2*z + 291*y*z^2 - 665*z^3 - 805*y*z + 718*z^2 - 726*z, x^3 + 1161*y^3 - 623*y^2*z + 844*y*z^2 + 1108*z^3 - 861*x*y + 256*y^2 - 1311*y*z - 1590*z^2 + 479*x - 1308*z, x^2*y + 721*y^3 - 280*y^2*z - 1216*y*z^2 - 271*z^3 + 283*x*y - 1539*y^2 - 1497*y*z + 459*z^2 + 321*x - 1137*z, x^2*z - 775*y^3 - 1262*y^2*z + 697*y*z^2 + 1020*z^3 - 1076*x*y + 1337*z^2, x*y^2 - 1041*y^3 + 1195*y^2*z + 562*y*z^2 - 81*z^3 + 1328*x*y + 574*y^2 - 690*y*z + 700*z^2 - 1226*x + 1558*z, x*y*z + 750*y^3 - 495*y^2*z - 437*y*z^2 - 675*x*y, x*z^2 + 750*y^2*z - 495*y*z^2 - 437*z^3 - 971*y^2 - 707*y*z - 574*z^2 - 1609*x, x^2 - 1536*x*y + 1546*y*z + 1020*z^2 + 1337*z, x*z + 750*y^2 - 495*y*z - 437*z^2 - 675*x]"
432,"[879*x*y + 1146*x*z + 758*z^2 + 201*x - 22*z, -756*x*y - 496*y*z - 990*z^2 - 1045*y + 603*z]",3,"[x^2*y - 1720*y*z^2 + 721*z^3 - 905*y*z + 1151*z^2 - 255*x - 1417*y + 1036*z, x^2*z - 634*y*z^2 + 354*z^3 + 808*x^2 - 450*y*z + 121*z^2 + 778*x + 650*y - 935*z, x*y^2 - 1708*y*z^2 - 215*z^3 - 1196*y*z + 1665*z^2 + 1467*y + 1336*z, x*y*z + 376*y*z^2 + 1437*z^3 - 1439*y*z - 972*z^2, x*z^2 + 473*y*z^2 - 1507*z^3 - 1022*y*z - 677*z^2 - 216*x + 20*y - 34*z, y^2*z + 131*y*z^2 - 273*z^3 - 334*y^2 + 227*y*z - 278*z^2 + 81*y + 1053*z, x*y + 376*y*z + 1437*z^2 - 1439*y - 972*z, x*z + 473*y*z - 1507*z^2 + 808*x + 1633*y - 1712*z]"
433,"[-1259*x*y + 422*x*z + 1047*z^2 + 1145*z + 672, 703*x*z - 672*y^2 - 1386*z^2 - 68*z - 222]",3,"[x^2*y - 845*y^2*z - 575*y*z^2 + 191*z^3 + 1731*y^2 + 86*y*z - 1053*z^2 + 720*x - 1548*y + 595*z - 1360, x^2*z - 697*y^2*z - 648*y*z^2 + 426*z^3 - 1559*y^2 - 668*y*z + 1181*z^2 - 187*x + 1383*y + 587*z - 230, x*y^2 + 168*y^2*z + 1729*y*z^2 - 577*z^3 - 1480*y*z - 727*z^2 - 1736*y + 1033*z, x*y*z - 810*y^2*z - 385*z^3 + 1605*z^2 + 720*z, x*z^2 + 105*y^2*z + 1325*z^3 + 454*z^2 - 187*z, y^3 - 499*y^2*z - 663*y*z^2 + 1186*z^3 + 1288*y*z - 522*z^2 + 32*y - 1527*z, x*y - 810*y^2 - 385*z^2 + 1605*z + 720, x*z + 105*y^2 + 1325*z^2 + 454*z - 187]"
434,"[460*x^2 + 1113*x*y - 764*y*z - 657*z^2 - 76*z, 973*x^2 - 378*y^2 - 1560*y*z - 1347*z^2 - 1227*y]",4,"[x^4 + 1436*y^3*z - 246*y^2*z^2 + 1537*y*z^3 - 996*z^4 - 868*y^3 - 1283*y^2*z - 1305*y*z^2 - 1125*z^3 - 847*y^2 + 1386*y*z - 188*z^2, x^3*y + 1357*y^3*z + 1024*y^2*z^2 - 58*y*z^3 + 90*z^4 + 1608*y^3 + 954*y^2*z - 349*y*z^2 - 822*z^3 + 997*y^2 + 1734*y*z + 1754*z^2, x^3*z - 1400*y^3*z + 210*y^2*z^2 + 1139*y*z^3 + 1271*z^4 + 638*y^3 + 922*y^2*z + 128*y*z^2 + 192*z^3 + 1044*x*z + 942*y^2 + 1661*y*z + 1405*z^2 + 1604*y - 1597*z, x^2*y^2 - 735*y^3*z + 422*y^2*z^2 + 382*y*z^3 - 1363*z^4 + 846*y^3 + 470*y^2*z + 1298*y*z^2 + 60*z^3 + 1226*y^2 + 1203*y*z + 1618*z^2, x^2*y*z - 868*y^3*z + 753*y^2*z^2 + 848*y*z^3 - 847*y^2*z, x^2*z^2 - 868*y^2*z^2 + 753*y*z^3 + 848*z^4 - 847*y*z^2, x*y^3 - 1182*y^3*z + 1428*y^2*z^2 - 1149*y*z^3 + 302*z^4 - 799*y^3 - 223*y^2*z - 1620*y*z^2 - 1239*z^3 - 1552*y^2 - 545*y*z - 1134*z^2, x*y^2*z + 1608*y^3*z - 1405*y^2*z^2 - 1339*y*z^3 + 997*y^2*z + 615*y*z^2, x*y*z^2 + 1608*y^2*z^2 - 1405*y*z^3 - 1339*z^4 + 997*y*z^2 + 615*z^3, x*z^3 - 59*y^3*z - 1419*y^2*z^2 - 300*y*z^3 + 1405*z^4 + 108*y^3 + 325*y^2*z - 371*y*z^2 - 997*z^3 - 1758*x*z - 1097*y^2 - 788*y*z - 1278*z^2 + 316*y + 508*z, y^4 + 505*y^3*z + 874*y^2*z^2 - 1250*y*z^3 - 684*z^4 - 43*y^3 - 498*y^2*z + 451*y*z^2 - 1422*z^3 + 1448*y^2 + 929*y*z - 39*z^2, x^3 - 1400*y^3 + 210*y^2*z + 1139*y*z^2 + 1271*z^3 + 612*x*z + 1509*y^2 + 972*y*z + 1678*z^2 - 866*y - 584*z, x^2*y - 868*y^3 + 753*y^2*z + 848*y*z^2 - 847*y^2, x^2*z - 868*y^2*z + 753*y*z^2 + 848*z^3 - 847*y*z, x*y^2 + 1608*y^3 - 1405*y^2*z - 1339*y*z^2 + 997*y^2 + 615*y*z, x*y*z + 1608*y^2*z - 1405*y*z^2 - 1339*z^3 + 997*y*z + 615*z^2, x*z^2 - 59*y^3 - 1419*y^2*z - 300*y*z^2 + 1405*z^3 - 419*x*z - 1010*y^2 + 1184*y*z - 890*z^2 - 304*y - 803*z, x^2 - 868*y^2 + 753*y*z + 848*z^2 - 847*y, x*y + 1608*y^2 - 1405*y*z - 1339*z^2 + 997*y + 615*z]"
435,"[854*x*y + 602*y*z - 1709*z^2 - 190*x + 690, 1415*x^2 - 1118*x*z + 801*z^2 + 323*y + 783]",4,"[x^4 - 1439*y*z^3 - 1259*z^4 - 314*y^2*z + 1333*y*z^2 - 1201*z^3 + 1583*x*z + 1432*y^2 - 1504*y*z - 267*z^2 + 1492*x - 698*y - 581*z - 852, x^3*y - 257*y*z^3 + 618*z^4 + 603*y^2*z + 91*y*z^2 + 406*z^3 + 1425*x*z + 1470*y^2 - 386*y*z - 1551*z^2 + 1695*x + 284*y - 936*z - 1669, x^3*z - 1384*y*z^3 + 803*z^4 + 260*y^2*z + 240*y*z^2 + 1280*z^3 - 1201*x*z + 468*y^2 - 675*y*z - 796*z^2 + 1679*x - 1215*y + 429*z + 504, x^2*y^2 + 1731*y*z^3 - z^4 + 145*y^3 + 1674*y*z^2 + 201*z^3 + 1126*x*z + 230*y^2 - 1527*y*z - 1300*z^2 - 915*y + 253*z - 1743, x^2*y*z + 1770*y*z^3 + 1339*z^4 - 85*y^2*z + 781*y*z^2 - 1485*z^3 + 1314*x*z - 362*y^2 + 354*y*z + 1214*z^2 + 687*x - 288*y + 1519*z - 117, x^2*z^2 - 634*y*z^3 + 1702*z^4 - 619*y^2*z + 902*y*z^2 - 781*z^3 - 850*x*z + 1014*y^2 + 311*y*z + 1699*z^2 + 682*x - 859*y - 565*z + 1092, x*y^3 + 117*y^3*z - 1404*y*z^3 - 105*z^4 - 679*y^3 - 1112*y^2*z + 1055*y*z^2 + 1222*z^3 + 1526*y^2 + 1365*y*z + 68*z^2 - 300*x + 81*y - 703*z + 1025, x*y^2*z - 1057*y*z^3 - 980*z^4 - 1608*y^3 + 388*y*z^2 + 983*z^3 - 415*x*z - 922*y^2 - 254*y*z - 627*z^2 + 691*y - 1445*z + 1514, x*y*z^2 + 117*y*z^3 + 1406*z^4 - 417*y*z^2 - 1705*z^3 - 856*x*z - 547*y^2 + 737*z^2 + 1577*x - 1513*y - 752*z + 1048, x*z^3 + 1374*y*z^3 + 1484*z^4 + 603*y^2*z + 345*y*z^2 + 417*z^3 + 1126*x*z + 376*y^2 - 1088*y*z - 1740*z^2 - 1713*x - 1249*y + 665*z - 1505, y^2*z^2 + 112*y*z^3 - 507*z^4 - 441*y^3 - 1468*y*z^2 + 428*z^3 + 978*y^2 - 1359*y*z + 642*z^2 + 752*y - 1773*z - 498, x^3 - 1384*y*z^2 + 803*z^3 - 689*x*z + 260*y^2 + 603*y*z + 340*z^2 + 1458*x - 675*y + 890*z - 1213, x^2*y + 1770*y*z^2 + 1339*z^3 + 730*x*z - 85*y^2 + 354*y + 1456*z, x^2*z - 634*y*z^2 + 1702*z^3 + 1463*x*z - 619*y^2 - 85*y*z - 453*z^2 + 773*x + 311*y - 1742*z - 1758, x*y^2 + 117*y^2*z + 1406*y*z^2 - 1112*y*z + 1401*z^2 - 415*x + 358*y + 387, x*y*z + 117*y*z^2 + 1406*z^3 + 1495*x*z + 358*z, x*z^2 + 1374*y*z^2 + 1484*z^3 + 1417*x*z + 603*y^2 - 126*z^2 + 1413*x - 1088*y + 615*z - 442, x^2 + 1601*x*z + 1096*z^2 - 85*y + 354, x*y + 117*y*z + 1406*z^2 + 1495*x + 358]"
436,"[-534*x^2 - 965*x*y - 1633*y^2 - 157*z^2 - 1286*y, -185*x^2 - 597*x*z - 11*y^2 - 271*z^2 + 1349*y]",4,"[x^4 - 1039*y^3*z + 39*y^2*z^2 - 985*y*z^3 + 508*z^4 - 512*y^3 - 114*y^2*z + 1057*y*z^2 - 91*z^3 - 1433*x*z - 1494*y^2 - 1756*y*z - 364*z^2 + 1324*y, x^3*y + 96*y^3*z + 1416*y^2*z^2 - 1391*y*z^3 + 442*z^4 + 1191*y^3 - 1359*y^2*z + 141*y*z^2 + 198*z^3 - 507*x*z - 909*y^2 + 1599*y*z + 792*z^2 - 737*y, x^3*z - 1526*y^3*z - 885*y^2*z^2 + 1509*y*z^3 + 178*z^4 - 170*y^3 - 1261*y^2*z - 538*y*z^2 + 496*z^3 - 1700*x*z - 1641*y^2 + 996*y*z - 1563*z^2 - 1058*y, x^2*y^2 - 1002*y^3*z - 1642*y^2*z^2 + 1478*y*z^3 - 1373*z^4 - 1280*y^3 - 1686*y^2*z - 526*y*z^2 + 883*z^3 - 595*x*z + 370*y^2 + 1058*y*z - 15*z^2 - 725*y, x^2*y*z - 1150*y^3*z + 1299*y^2*z^2 + 613*y*z^3 - 868*z^4 + 675*y^3 + 706*y^2*z + 637*y*z^2 + 743*z^3 - 344*x*z + 152*y^2 - 825*y*z - 575*z^2 - 598*y, x^2*z^2 + 172*y^3*z - 26*y^2*z^2 - 1259*y*z^3 + 822*z^4 + 1046*y^3 - 426*y^2*z + 1704*y*z^2 + 1288*z^3 - 181*x*z - 85*y^2 + 298*y*z + 1605*z^2 - 459*y, x*y^3 + 132*y^3*z - 1548*y^2*z^2 - 981*y*z^3 - 1667*z^4 - 668*y^3 - 1641*y^2*z - 1676*y*z^2 - 779*z^3 + 1726*x*z + 932*y^2 - 1078*y*z + 431*z^2 + 732*y, x*y^2*z - 1435*y^3*z + 983*y^2*z^2 - 45*y*z^3 + 348*z^4 - 1660*y^3 + 434*y^2*z - 1514*y*z^2 + 879*z^3 + 1135*x*z - 584*y^2 - 1124*y*z - 31*z^2 - 316*y, x*y*z^2 + 1206*y^3*z - 153*y^2*z^2 - 950*y*z^3 - 848*z^4 + 1395*y^3 + 890*y^2*z + 1080*y*z^2 + 1772*z^3 - 238*x*z + 1260*y^2 - 1705*y*z - 6*z^2 - 290*y, x*z^3 + 119*y^3*z - 491*y^2*z^2 + 1418*y*z^3 - 991*z^4 + 270*y^3 - 171*y^2*z - 358*y*z^2 + 1716*z^3 - 847*x*z - 1358*y^2 - 330*y*z - 230*z^2 - 1658*y, y^4 + 254*y^3*z - 881*y^2*z^2 - 1133*y*z^3 + 335*z^4 + 573*y^3 - 1648*y^2*z + 728*y*z^2 + 966*y^2, x^3 - 1526*y^3 - 885*y^2*z + 1509*y*z^2 + 178*z^3 - 1012*x*z - 949*y^2 + 981*y*z - 413*z^2 + 138*y, x^2*y - 1150*y^3 + 1299*y^2*z + 613*y*z^2 - 868*z^3 - 572*x*z + 1345*y^2 - 1743*y*z + 75*z^2 + 78*y, x^2*z + 172*y^3 - 26*y^2*z - 1259*y*z^2 + 822*z^3 + 1720*x*z - 760*y^2 + 328*y*z - 672*z^2 - 557*y, x*y^2 - 1435*y^3 + 983*y^2*z - 45*y*z^2 + 348*z^3 - 1536*x*z - 901*y^2 - 1704*y*z + 1392*z^2 - 113*y, x*y*z + 1206*y^3 - 153*y^2*z - 950*y*z^2 - 848*z^3 + 1419*x*z - 627*y^2 - 1474*y*z + 155*z^2 + 1580*y, x*z^2 + 119*y^3 - 491*y^2*z + 1418*y*z^2 - 991*z^3 + 1190*x*z + 794*y^2 - 1310*y*z + 30*z^2 + 1450*y, x^2 - 687*x*z + 326*y^2 + 615*z^2 - 640*y, x*y + 586*x*z - 572*y^2 + 134*z^2 + 565*y]"
437,"[-355*x^2 + 443*x*y + 412*x*z + 50*y*z - 1064*z^2, -1627*x^2 - 528*x*z + 1165*y^2 - 866*z^2 + 935*z]",4,"[x^4 - 547*y^3*z + 611*y^2*z^2 + 400*y*z^3 - 1258*z^4 + 860*y^3 - 945*y^2*z - 888*y*z^2 + 155*z^3 + 915*x*z + 812*y*z - 562*z^2, x^3*y + 1380*y^3*z - 876*y^2*z^2 - 636*y*z^3 - 918*z^4 - 601*y^3 - 1514*y^2*z - 94*y*z^2 + 1294*z^3 + 701*x*z - 254*y*z - 293*z^2, x^3*z - 1236*y^3*z + 328*y^2*z^2 - 1692*y*z^3 - 1695*z^4 - 1349*y^3 + 1155*y^2*z - 685*y*z^2 - 132*z^3 + 1060*x*z + 805*y*z - 480*z^2, x^2*y^2 - 345*y^3*z + 1348*y^2*z^2 + 160*y*z^3 + 1403*z^4 - 350*y^3 + 1109*y^2*z + 1645*y*z^2 - 601*z^3 - 1321*x*z - 83*y*z - 626*z^2, x^2*y*z - 12*y^3*z + 1711*y^2*z^2 - 1346*y*z^3 - 1641*z^4 - 762*y^3 - 1033*y^2*z - 251*y*z^2 - 845*z^3 - 687*x*z - 505*y*z - 492*z^2, x^2*z^2 + 1268*y^3*z + 1469*y^2*z^2 - 930*y*z^3 - 1396*z^4 - 1132*y^3 + 467*y^2*z - 1100*y*z^2 + 1553*z^3 - 462*x*z + 218*y*z + 1280*z^2, x*y^3 + 461*y^3*z - 1574*y^2*z^2 + 259*y*z^3 - 416*z^4 - 720*y^3 + 1077*y^2*z - 609*y*z^2 + 85*z^3 - 1096*x*z + 640*y*z - 251*z^2, x*y^2*z + 1480*y^3*z - 93*y^2*z^2 + 815*y*z^3 + 1286*z^4 + 662*y^3 + 1726*y^2*z - 390*y*z^2 + 1302*z^3 + 1323*x*z + 988*y*z + 204*z^2, x*y*z^2 + 1291*y^3*z + 1385*y^2*z^2 + 656*y*z^3 - 808*z^4 + 1421*y^3 + 758*y^2*z - 236*y*z^2 - 1138*z^3 - 241*x*z - 869*y*z + 1113*z^2, x*z^3 + 419*y^3*z - 740*y^2*z^2 + 1455*y*z^3 + 1764*z^4 + 398*y^3 - 559*y^2*z - 453*y*z^2 - 770*z^3 - 1680*x*z - 1142*y*z + 1430*z^2, y^4 + 1011*y^3*z - 1549*y^2*z^2 + 1628*y*z^3 - 1361*z^4 - 250*y^2*z + 1466*y*z^2 + 1541*z^3 - 523*z^2, x^3 - 1236*y^3 + 328*y^2*z - 1692*y*z^2 - 1695*z^3 - 310*x*z - 1266*y*z - 734*z^2, x^2*y - 12*y^3 + 1711*y^2*z - 1346*y*z^2 - 1641*z^3 + 569*x*z + 1193*y*z - 930*z^2, x^2*z + 1268*y^3 + 1469*y^2*z - 930*y*z^2 - 1396*z^3 - 1538*x*z - 733*y*z - 1571*z^2, x*y^2 + 1480*y^3 - 93*y^2*z + 815*y*z^2 + 1286*z^3 - 755*x*z + 655*y*z - 393*z^2, x*y*z + 1291*y^3 + 1385*y^2*z + 656*y*z^2 - 808*z^3 - 833*x*z + 823*y*z + 1455*z^2, x*z^2 + 419*y^3 - 740*y^2*z + 1455*y*z^2 + 1764*z^3 - 111*x*z + 1204*y*z - 1489*z^2, x^2 - 621*x*z - 101*y^2 - 817*z^2 + 878*z, x*y + 344*x*z - 1338*y^2 + 1049*y*z - 529*z^2 + 7*z]"
438,"[640*x^2 + 470*x*z - 1739*z^2 - 649*y - 211*z, 1179*x*y - 359*x*z + 1058*z^2 + 856*x + 1485*y]",4,"[x^4 - 881*y*z^3 - 1114*z^4 + 483*y^2*z + 656*y*z^2 - 1314*z^3 + 748*x*z - 1322*y^2 + 781*y*z - 640*z^2 - 1230*x - 208*y + 722*z, x^3*y + 1498*y*z^3 + 512*z^4 + 1687*y^2*z + 1461*y*z^2 - 253*z^3 + 555*x*z + 1348*y^2 + 364*y*z + 805*z^2 - 1032*x + 1551*y - 983*z, x^3*z + 549*y*z^3 + 797*z^4 + 5*y^2*z + 496*y*z^2 - 485*z^3 - 1330*x*z + 1503*y^2 + 36*y*z - 411*z^2 + 1138*x + 129*y - 1164*z, x^2*y^2 + 553*y*z^3 - 1335*z^4 + 341*y^2*z + 284*y*z^2 + 253*z^3 - 421*x*z - 1102*y^2 + 227*y*z - 896*z^2 - 62*x - 215*y + 1371*z, x^2*y*z - 39*y*z^3 + 157*z^4 + 271*y^2*z - 1435*y*z^2 - 747*z^3 - 1166*x*z + 1531*y^2 + 1200*y*z + 257*z^2 + 1171*x + 273*y - 1391*z, x^2*z^2 + 1256*y*z^3 + 709*z^4 - 906*y^2*z - 1286*y*z^2 + 1723*z^3 - 175*x*z - 867*y^2 - 1307*y*z - 823*z^2 + 625*x + 1115*y + 1075*z, x*y^3 - 240*y*z^3 + 932*z^4 + 323*y^3 + 375*y^2*z + 1091*y*z^2 + 1513*z^3 + 1021*x*z + 757*y^2 + 1044*y*z - 768*z^2 + 915*x - 193*y + 1735*z, x*y^2*z + 362*y*z^3 - 657*z^4 - 1192*y^2*z + 1276*y*z^2 - 309*z^3 + 45*x*z - 866*y^2 + 1025*y*z - 1137*z^2 - 1274*x - 400*y - 1340*z, x*y*z^2 - 1709*y*z^3 - 893*z^4 - 1676*y^2*z + 165*y*z^2 + 1470*z^3 + 984*x*z - 349*y^2 + 630*y*z + 933*z^2 - 538*x + 232*y - 1351*z, x*z^3 - 50*y*z^3 - 1671*z^4 - 653*y^2*z - 1518*y*z^2 - 1192*z^3 - 1422*x*z + 1407*y^2 + 1176*y*z + 366*z^2 - 1002*x + 142*y + 121*z, y^2*z^2 + 283*y*z^3 + 1330*z^4 + 84*y^3 + 1682*y^2*z - 1421*y*z^2 + 1007*z^3 - 1276*y^2 - 594*y*z - 1714*z^2 + 1624*y - 341*z, x^3 + 549*y*z^2 + 797*z^3 - 970*x*z + 5*y^2 - 662*y*z - 594*z^2 + 1360*x + 777*y - 1434*z, x^2*y - 39*y*z^2 + 157*z^3 - 568*x*z + 271*y^2 - 1411*y*z + 1332*z^2 - 505*x + 376*y - 1578*z, x^2*z + 1256*y*z^2 + 709*z^3 + 1487*x*z - 906*y^2 - 1149*y*z - 154*z^2 + 199*x - 99*y - 509*z, x*y^2 + 362*y*z^2 - 657*z^3 + 1248*x*z - 1192*y^2 - 825*y*z - 81*z^2 + 1740*x + 1037*y - 852*z, x*y*z - 1709*y*z^2 - 893*z^3 - 1717*x*z - 1676*y^2 + 887*y*z + 1054*z^2 + 1065*x - 512*y + 413*z, x*z^2 - 50*y*z^2 - 1671*z^3 + 692*x*z - 653*y^2 - 648*y*z - 1202*z^2 - 1403*x - 318*y - 1420*z, x^2 + 167*x*z - 1682*z^2 + 592*y + 1291*z, x*y - 247*x*z + 392*z^2 + 1162*x + 1328*y]"
